selector,kind,selected_n,alerts_per_day,good_n,wrong_n,precision_pct,recall_pct,wrong_rate_pct,h1_precision_pct,h2_precision_pct,long_precision_pct,short_precision_pct,avg_lead_min,median_lead_min
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_ge_0.4065,pair,394,13.586,30,50,7.61,24.39,12.69,10.58,4.3,6.45,8.37,96.31,86.9
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_ge_0.4065::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,7.14,6.67,12.5,4.76,214.88,214.88
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_le_0.4065,pair,337,11.621,38,47,11.28,30.89,13.95,13.25,9.68,13.37,9.09,113.98,116.64
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_le_0.4065::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,7.14,26.67,23.08,12.5,132.1,149.15
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_ge_0.612,pair,240,8.276,11,35,4.58,8.94,14.58,6.06,2.78,4.21,4.83,47.65,41.32
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_ge_0.612::top1,pair+top1,25,0.862,2,3,8.0,1.63,12.0,7.69,8.33,10.0,6.67,50.15,50.15
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_le_0.612,pair,492,16.966,57,62,11.59,46.34,12.6,14.98,8.68,12.45,10.81,117.48,119.13
L2::P::dist_to_recent_swing_high_pct_ge_0.321+abs_prior_move_60m_pct_le_0.612::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,7.14,26.67,27.27,11.11,132.1,149.15
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_ge_0.2503,pair,194,6.69,32,33,16.49,26.02,17.01,19.23,13.33,15.13,18.67,70.22,44.6
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_ge_0.2503::top1,pair+top1,28,0.966,7,4,25.0,5.69,14.29,28.57,21.43,6.67,46.15,28.18,21.78
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_le_0.2503,pair,119,4.103,23,9,19.33,18.7,7.56,11.36,24.0,19.05,19.64,103.97,70.43
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_le_0.2503::top1,pair+top1,25,0.862,6,3,24.0,4.88,12.0,20.0,26.67,30.77,16.67,107.69,100.91
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_ge_0.4065,pair,128,4.414,16,25,12.5,13.01,19.53,14.71,10.0,12.79,11.9,55.11,29.93
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_ge_0.4065::top1,pair+top1,25,0.862,2,8,8.0,1.63,32.0,7.69,8.33,0.0,22.22,13.74,13.74
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_le_0.4065,pair,186,6.414,39,17,20.97,31.71,9.14,18.75,22.64,19.79,22.22,96.32,70.43
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_le_0.4065::top1,pair+top1,28,0.966,9,1,32.14,7.32,3.57,30.77,33.33,30.77,33.33,87.34,56.98
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_ge_0.612,pair,74,2.552,10,17,13.51,8.13,22.97,14.29,12.0,12.5,15.38,36.49,24.72
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_ge_0.612::top1,pair+top1,20,0.69,2,7,10.0,1.63,35.0,9.09,11.11,8.33,12.5,8.54,8.54
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_le_0.612,pair,239,8.241,45,25,18.83,36.59,10.46,18.18,19.29,17.91,20.0,94.97,63.88
L2::P::dist_to_recent_swing_high_pct_le_0.321+abs_prior_move_60m_pct_le_0.612::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,25.0,29.41,97.23,58.93
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_ge_0.2503,pair,416,14.345,35,50,8.41,28.46,12.02,10.34,6.57,9.88,7.48,106.1,97.55
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_ge_0.2503::top1,pair+top1,28,0.966,2,2,7.14,1.63,7.14,0.0,14.29,14.29,4.76,141.78,141.78
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_le_0.2503,pair,107,3.69,6,14,5.61,4.88,13.08,9.62,1.82,8.93,1.96,132.27,129.0
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_le_0.2503::top1,pair+top1,28,0.966,2,3,7.14,1.63,10.71,7.69,6.67,14.29,0.0,155.06,155.06
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_ge_0.4065,pair,311,10.724,21,36,6.75,17.07,11.58,10.0,3.73,6.36,6.97,101.35,87.37
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_ge_0.4065::top1,pair+top1,28,0.966,2,1,7.14,1.63,3.57,7.14,7.14,12.5,5.0,214.88,214.88
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_le_0.4065,pair,211,7.276,20,28,9.48,16.26,13.27,10.48,8.49,13.08,5.77,118.94,116.64
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_le_0.4065::top1,pair+top1,29,1.0,3,5,10.34,2.44,17.24,7.14,13.33,15.38,6.25,160.38,190.93
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_ge_0.612,pair,190,6.552,7,25,3.68,5.69,13.16,4.44,3.0,4.41,3.28,53.37,41.32
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_ge_0.612::top1,pair+top1,24,0.828,1,3,4.17,0.81,12.5,0.0,8.33,0.0,6.67,53.18,53.18
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_le_0.612,pair,333,11.483,34,39,10.21,27.64,11.71,13.33,7.14,12.0,8.74,121.58,116.64
L2::P::dist_to_recent_swing_high_pct_ge_0.6499+abs_prior_move_60m_pct_le_0.612::top1,pair+top1,29,1.0,3,3,10.34,2.44,10.34,7.14,13.33,20.0,5.26,160.38,190.93
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_ge_0.2503,pair,315,10.862,48,52,15.24,39.02,16.51,17.05,12.95,13.9,17.19,78.53,49.91
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_ge_0.2503::top1,pair+top1,29,1.0,7,5,24.14,5.69,17.24,21.43,26.67,18.75,30.77,52.67,48.37
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_le_0.2503,pair,207,7.138,34,23,16.43,27.64,11.11,14.67,17.42,15.24,17.65,105.35,79.69
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_le_0.2503::top1,pair+top1,27,0.931,7,2,25.93,5.69,7.41,25.0,26.67,33.33,20.0,97.31,60.88
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_ge_0.4065,pair,211,7.276,25,39,11.85,20.33,18.48,13.49,9.41,10.69,13.75,65.7,40.87
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_ge_0.4065::top1,pair+top1,28,0.966,2,7,7.14,1.63,25.0,7.14,7.14,5.56,10.0,26.41,26.41
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_le_0.4065,pair,312,10.759,57,36,18.27,46.34,11.54,19.2,17.65,17.39,19.21,100.16,80.02
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_le_0.4065::top1,pair+top1,29,1.0,8,0,27.59,6.5,0.0,28.57,26.67,28.57,26.67,95.76,58.93
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_ge_0.612,pair,124,4.276,14,27,11.29,11.38,21.77,12.09,9.09,9.33,14.29,36.82,24.72
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_ge_0.612::top1,pair+top1,22,0.759,3,4,13.64,2.44,18.18,16.67,10.0,13.33,14.29,21.4,11.37
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_le_0.612,pair,398,13.724,68,48,17.09,55.28,12.06,18.75,15.97,16.13,18.23,100.53,84.0
L2::P::dist_to_recent_swing_high_pct_le_0.6499+abs_prior_move_60m_pct_le_0.612::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,28.57,26.67,33.33,23.53,95.76,58.93
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_ge_0.2503,pair,267,9.207,13,35,4.87,10.57,13.11,7.56,2.7,7.45,3.47,87.39,81.82
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_ge_0.2503::top1,pair+top1,26,0.897,0,2,0.0,0.0,7.69,0.0,0.0,0.0,0.0,,
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_le_0.2503,pair,47,1.621,0,7,0.0,0.0,14.89,0.0,0.0,0.0,0.0,,
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_le_0.2503::top1,pair+top1,19,0.655,0,3,0.0,0.0,15.79,0.0,0.0,0.0,0.0,,
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_ge_0.4065,pair,226,7.793,9,27,3.98,7.32,11.95,7.77,0.81,5.48,3.27,81.46,81.82
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_ge_0.4065::top1,pair+top1,26,0.897,0,2,0.0,0.0,7.69,0.0,0.0,0.0,0.0,,
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_le_0.4065,pair,88,3.034,4,15,4.55,3.25,17.05,2.63,6.0,6.82,2.27,100.73,69.48
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_le_0.4065::top1,pair+top1,22,0.759,1,3,4.55,0.81,13.64,9.09,0.0,11.11,0.0,114.15,114.15
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_ge_0.612,pair,157,5.414,4,20,2.55,3.25,12.74,4.17,1.18,6.0,0.93,63.53,50.53
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_ge_0.612::top1,pair+top1,24,0.828,0,3,0.0,0.0,12.5,0.0,0.0,0.0,0.0,,
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_le_0.612,pair,158,5.448,9,22,5.7,7.32,13.92,8.7,3.37,5.88,5.56,97.99,87.37
L2::P::dist_to_recent_swing_high_pct_ge_1.062+abs_prior_move_60m_pct_le_0.612::top1,pair+top1,26,0.897,1,2,3.85,0.81,7.69,8.33,0.0,9.09,0.0,114.15,114.15
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_ge_0.2503,pair,464,16.0,70,67,15.09,56.91,14.44,16.15,13.73,13.73,16.75,90.67,86.19
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_ge_0.2503::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14.29,20.0,16.67,18.18,97.52,56.98
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_le_0.2503,pair,267,9.207,40,30,14.98,32.52,11.24,15.09,14.91,15.22,14.73,109.39,105.09
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_le_0.2503::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,21.43,20.0,33.33,11.76,117.61,121.01
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_ge_0.4065,pair,296,10.207,37,48,12.5,30.08,16.22,13.87,10.57,10.12,15.62,82.1,81.0
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_ge_0.4065::top1,pair+top1,28,0.966,2,4,7.14,1.63,14.29,7.14,7.14,5.88,9.09,105.95,105.95
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_le_0.4065,pair,435,15.0,73,49,16.78,59.35,11.26,17.62,16.12,17.41,16.11,105.27,96.98
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_le_0.4065::top1,pair+top1,29,1.0,8,0,27.59,6.5,0.0,35.71,20.0,30.77,25.0,103.2,80.97
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_ge_0.612,pair,157,5.414,17,32,10.83,13.82,20.38,11.01,10.42,7.53,15.62,37.35,38.08
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_ge_0.612::top1,pair+top1,22,0.759,4,3,18.18,3.25,13.64,25.0,10.0,12.5,33.33,26.38,26.34
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_le_0.612,pair,573,19.759,93,65,16.23,75.61,11.34,17.9,14.87,16.39,16.06,108.47,101.07
L2::P::dist_to_recent_swing_high_pct_le_1.062+abs_prior_move_60m_pct_le_0.612::top1,pair+top1,29,1.0,8,2,27.59,6.5,6.9,35.71,20.0,36.36,22.22,103.2,80.97
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_ge_0.4406,pair,523,18.034,53,68,10.13,43.09,13.0,12.59,7.17,12.36,7.95,86.34,71.68
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_ge_0.4406::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,7.14,6.67,7.14,6.67,121.08,121.08
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_le_0.4406,pair,209,7.207,27,23,12.92,21.95,11.0,19.32,8.26,13.27,12.5,123.2,123.33
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_le_0.4406::top1,pair+top1,29,1.0,4,3,13.79,3.25,10.34,14.29,13.33,20.0,7.14,164.33,155.72
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_ge_0.5848,pair,377,13.0,33,49,8.75,26.83,13.0,11.01,5.66,12.15,5.61,87.72,76.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_ge_0.5848::top1,pair+top1,29,1.0,1,3,3.45,0.81,10.34,7.14,0.0,7.14,0.0,51.23,51.23
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_le_0.5848,pair,355,12.241,47,42,13.24,38.21,11.83,18.59,9.05,13.16,13.33,106.55,117.75
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,21.43,13.33,26.67,7.14,142.0,161.25
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_ge_0.7621,pair,232,8.0,13,28,5.6,10.57,12.07,7.25,3.19,7.89,3.39,105.86,87.37
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_ge_0.7621::top1,pair+top1,26,0.897,1,2,3.85,0.81,7.69,0.0,7.69,7.14,0.0,166.8,166.8
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_le_0.7621,pair,501,17.276,67,63,13.37,54.47,12.57,18.22,9.06,14.67,11.98,97.41,88.15
L2::P::taker_imb_aligned_30m_ge_-0.0753+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,4,0,13.79,3.25,0.0,14.29,13.33,23.08,6.25,147.01,165.94
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_ge_0.4406,pair,209,7.207,24,38,11.48,19.51,18.18,12.0,11.01,10.34,12.3,93.31,72.66
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_ge_0.4406::top1,pair+top1,28,0.966,5,6,17.86,4.07,21.43,14.29,21.43,21.43,14.29,100.6,101.07
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_le_0.4406,pair,104,3.586,19,10,18.27,15.45,9.62,6.06,23.94,13.73,22.64,90.36,79.37
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_le_0.4406::top1,pair+top1,24,0.828,5,2,20.83,4.07,8.33,10.0,28.57,25.0,16.67,105.79,80.02
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_ge_0.5848,pair,145,5.0,20,27,13.79,16.26,18.62,14.29,13.24,12.5,14.81,92.86,72.66
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_ge_0.5848::top1,pair+top1,26,0.897,4,3,15.38,3.25,11.54,15.38,15.38,16.67,14.29,89.98,84.2
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_le_0.5848,pair,168,5.793,23,21,13.69,18.7,12.5,5.36,17.86,10.81,15.96,91.27,79.37
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_le_0.5848::top1,pair+top1,28,0.966,6,3,21.43,4.88,10.71,15.38,26.67,27.27,17.65,101.16,80.97
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_ge_0.7621,pair,83,2.862,10,19,12.05,8.13,22.89,12.24,11.76,9.09,14.0,81.16,58.34
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_ge_0.7621::top1,pair+top1,24,0.828,3,5,12.5,2.44,20.83,9.09,15.38,0.0,20.0,40.79,53.18
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_le_0.7621,pair,230,7.931,33,29,14.35,26.83,12.61,9.52,17.12,12.38,16.0,95.3,81.82
L2::P::taker_imb_aligned_30m_le_-0.0753+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,8,5,27.59,6.5,17.24,21.43,33.33,36.36,22.22,95.21,80.97
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_ge_0.4406,pair,380,13.103,34,46,8.95,27.64,12.11,11.79,5.95,11.96,6.12,90.3,78.97
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_ge_0.4406::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,7.14,6.67,9.09,5.56,121.08,121.08
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_le_0.4406,pair,142,4.897,16,15,11.27,13.01,10.56,20.34,4.82,11.11,11.43,121.74,121.05
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_le_0.4406::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,14.29,6.67,14.29,6.67,172.54,161.25
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_ge_0.5848,pair,281,9.69,25,34,8.9,20.33,12.1,11.84,5.43,13.53,4.73,86.79,76.95
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_ge_0.5848::top1,pair+top1,29,1.0,3,3,10.34,2.44,10.34,14.29,6.67,20.0,0.0,96.57,71.68
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_le_0.5848,pair,242,8.345,25,27,10.33,20.33,11.16,16.67,5.71,9.76,10.92,113.93,117.75
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14.29,13.33,18.18,11.11,126.33,151.24
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_ge_0.7621,pair,175,6.034,9,22,5.14,7.32,12.57,8.16,1.3,7.69,3.09,97.54,81.0
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_ge_0.7621::top1,pair+top1,26,0.897,2,4,7.69,1.63,15.38,7.69,7.69,14.29,0.0,119.24,119.24
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_le_0.7621,pair,349,12.034,41,39,11.75,33.33,11.17,17.31,7.25,13.33,10.06,100.98,88.78
L2::P::taker_imb_aligned_30m_ge_0.0001+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,3,2,10.34,2.44,6.9,7.14,13.33,20.0,5.26,128.41,143.08
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_ge_0.4406,pair,352,12.138,43,60,12.22,34.96,17.05,13.16,11.11,11.73,12.63,87.1,63.5
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_ge_0.4406::top1,pair+top1,28,0.966,6,4,21.43,4.88,14.29,14.29,28.57,14.29,28.57,96.83,81.85
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_le_0.4406,pair,171,5.897,30,18,17.54,24.39,10.53,11.29,21.1,15.22,20.25,103.18,89.29
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_le_0.4406::top1,pair+top1,27,0.931,6,1,22.22,4.88,3.7,16.67,26.67,25.0,18.18,114.1,110.48
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_ge_0.5848,pair,242,8.345,28,42,11.57,22.76,17.36,11.89,11.11,10.62,12.4,92.21,72.66
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_ge_0.5848::top1,pair+top1,26,0.897,4,2,15.38,3.25,7.69,15.38,15.38,7.69,23.08,102.16,98.76
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_le_0.5848,pair,280,9.655,45,36,16.07,36.59,12.86,13.76,17.54,15.0,17.14,94.64,82.85
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,6,2,20.69,4.88,6.9,14.29,26.67,15.38,25.0,119.33,101.79
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_ge_0.7621,pair,141,4.862,14,25,9.93,11.38,17.73,8.99,11.54,8.57,11.27,93.56,63.5
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_ge_0.7621::top1,pair+top1,26,0.897,3,3,11.54,2.44,11.54,7.69,15.38,0.0,20.0,40.79,53.18
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_le_0.7621,pair,381,13.138,59,53,15.49,47.97,13.91,14.72,16.06,14.75,16.16,93.74,82.85
L2::P::taker_imb_aligned_30m_le_0.0001+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,7.14,26.67,16.67,17.65,125.34,140.95
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_ge_0.4406,pair,233,8.034,24,29,10.3,19.51,12.45,13.33,7.81,14.41,6.56,98.86,88.99
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_ge_0.4406::top1,pair+top1,29,1.0,2,1,6.9,1.63,3.45,7.14,6.67,9.09,5.56,194.25,194.25
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_le_0.4406,pair,81,2.793,6,9,7.41,4.88,11.11,7.69,7.27,7.5,7.32,135.22,156.5
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_le_0.4406::top1,pair+top1,28,0.966,3,2,10.71,2.44,7.14,7.69,13.33,7.69,13.33,112.73,150.18
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_ge_0.5848,pair,165,5.69,17,18,10.3,13.82,10.91,15.07,6.52,15.58,5.68,90.74,81.0
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_ge_0.5848::top1,pair+top1,28,0.966,2,4,7.14,1.63,14.29,15.38,0.0,15.38,0.0,134.63,134.63
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_le_0.5848,pair,150,5.172,13,20,8.67,10.57,13.33,8.62,8.7,9.46,7.89,126.26,141.23
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,7.14,20.0,8.33,17.65,130.85,160.26
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_ge_0.7621,pair,95,3.276,7,11,7.37,5.69,11.58,16.67,0.0,11.11,4.0,80.36,81.0
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_ge_0.7621::top1,pair+top1,25,0.862,3,4,12.0,2.44,16.0,25.0,0.0,23.08,0.0,133.09,100.98
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_le_0.7621,pair,221,7.621,23,27,10.41,18.7,12.22,10.11,10.61,12.96,7.96,113.97,119.13
L2::P::taker_imb_aligned_30m_ge_0.0733+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,3,1,10.34,2.44,3.45,7.14,13.33,20.0,5.26,177.2,190.93
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_ge_0.4406,pair,498,17.172,53,77,10.64,43.09,15.46,12.14,8.72,10.68,10.61,83.83,62.63
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_ge_0.4406::top1,pair+top1,29,1.0,5,3,17.24,4.07,10.34,14.29,20.0,21.43,13.33,107.0,101.07
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_le_0.4406,pair,233,8.034,40,24,17.17,32.52,10.3,17.89,16.67,15.32,19.27,105.8,90.39
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_le_0.4406::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,18.75,15.38,120.92,140.95
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_ge_0.5848,pair,357,12.31,36,58,10.08,29.27,16.25,10.81,8.89,10.71,9.52,89.15,70.22
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_ge_0.5848::top1,pair+top1,27,0.931,3,1,11.11,2.44,3.7,7.14,15.38,14.29,7.69,125.64,149.15
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_le_0.5848,pair,373,12.862,57,43,15.28,46.34,11.53,17.65,13.64,13.76,16.85,95.89,87.97
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_le_0.5848::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,16.67,17.65,130.67,140.95
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_ge_0.7621,pair,220,7.586,16,36,7.27,13.01,16.36,6.21,9.33,6.86,7.63,101.57,75.44
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_ge_0.7621::top1,pair+top1,27,0.931,4,0,14.81,3.25,0.0,7.14,23.08,8.33,20.0,72.3,58.34
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_le_0.7621,pair,510,17.586,77,65,15.1,62.6,12.75,18.26,12.5,14.51,15.69,91.55,82.85
L2::P::taker_imb_aligned_30m_le_0.0733+local_range_30m_pct_le_0.7621::top1,pair+top1,29,1.0,5,2,17.24,4.07,6.9,14.29,20.0,25.0,11.76,123.06,140.95
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_ge_0.4997,pair,516,17.793,51,65,9.88,41.46,12.6,11.2,8.56,12.4,7.36,109.64,104.83
L2::P::taker_imb_aligned_30m_ge_-0.0753+conf_opposite_thinning_ge_0.4997::top1,pair+top1,29,1.0,4,2,13.79,3.25,6.9,14.29,13.33,23.08,6.25,147.01,165.94
