id,_date,direction,sim_label,sim_outcome,sim_pnl_after_cost,explainable_score,dist_to_recent_swing_high_pct,dl2_supp_minus_opp_net_flow_15m__pctile_prior,dl2_supp_minus_opp_net_flow_15m__z_prior,dl2_supp_minus_opp_net_flow_15m__pctile_7d,dl2_supp_minus_opp_net_flow_15m__pctile_day,dl2_supp_minus_opp_net_flow_15m__pctile_60m,dl2_supp_minus_opp_net_flow_15m__pctile_180m,dl2_supp_minus_opp_net_flow_15m__z_60m,dl2_supp_minus_opp_net_flow_15m__z_180m,dl2_supp_minus_opp_net_flow_15m__over_med_prior,dl2_supp_minus_opp_net_flow_15m__over_mad_prior,dl2_supp_minus_opp_net_flow_5m__pctile_prior,dl2_supp_minus_opp_net_flow_5m__z_prior,dl2_supp_minus_opp_net_flow_5m__pctile_7d,dl2_supp_minus_opp_net_flow_5m__pctile_day,dl2_supp_minus_opp_net_flow_5m__pctile_60m,dl2_supp_minus_opp_net_flow_5m__pctile_180m,dl2_supp_minus_opp_net_flow_5m__z_60m,dl2_supp_minus_opp_net_flow_5m__z_180m,dl2_supp_minus_opp_net_flow_5m__over_med_prior,dl2_supp_minus_opp_net_flow_5m__over_mad_prior,dl2_microprice_aligned_delta_5m_bps__pctile_prior,dl2_microprice_aligned_delta_5m_bps__z_prior,dl2_microprice_aligned_delta_5m_bps__pctile_7d,dl2_microprice_aligned_delta_5m_bps__pctile_day,dl2_microprice_aligned_delta_5m_bps__pctile_60m,dl2_microprice_aligned_delta_5m_bps__pctile_180m,dl2_microprice_aligned_delta_5m_bps__z_60m,dl2_microprice_aligned_delta_5m_bps__z_180m,dl2_microprice_aligned_delta_5m_bps__over_med_prior,dl2_microprice_aligned_delta_5m_bps__over_mad_prior,dl2_microprice_aligned_delta_15m_bps__pctile_prior,dl2_microprice_aligned_delta_15m_bps__z_prior,dl2_microprice_aligned_delta_15m_bps__pctile_7d,dl2_microprice_aligned_delta_15m_bps__pctile_day,dl2_microprice_aligned_delta_15m_bps__pctile_60m,dl2_microprice_aligned_delta_15m_bps__pctile_180m,dl2_microprice_aligned_delta_15m_bps__z_60m,dl2_microprice_aligned_delta_15m_bps__z_180m,dl2_microprice_aligned_delta_15m_bps__over_med_prior,dl2_microprice_aligned_delta_15m_bps__over_mad_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__z_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_7d,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_day,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__pctile_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_60m,dl2_top1_supportive_persistence_ge_50_5m_sec__z_180m,dl2_top1_supportive_persistence_ge_50_5m_sec__over_med_prior,dl2_top1_supportive_persistence_ge_50_5m_sec__over_mad_prior,dl2_spread_now_bps__pctile_prior,dl2_spread_now_bps__z_prior,dl2_spread_now_bps__pctile_7d,dl2_spread_now_bps__pctile_day,dl2_spread_now_bps__pctile_60m,dl2_spread_now_bps__pctile_180m,dl2_spread_now_bps__z_60m,dl2_spread_now_bps__z_180m,dl2_spread_now_bps__over_med_prior,dl2_spread_now_bps__over_mad_prior,eng_ofi__pctile_prior,eng_ofi__z_prior,eng_ofi__pctile_7d,eng_ofi__pctile_day,eng_ofi__pctile_60m,eng_ofi__pctile_180m,eng_ofi__z_60m,eng_ofi__z_180m,eng_ofi__over_med_prior,eng_ofi__over_mad_prior,eng_refill__pctile_prior,eng_refill__z_prior,eng_refill__pctile_7d,eng_refill__pctile_day,eng_refill__pctile_60m,eng_refill__pctile_180m,eng_refill__z_60m,eng_refill__z_180m,eng_refill__over_med_prior,eng_refill__over_mad_prior,eng_absorption__pctile_prior,eng_absorption__z_prior,eng_absorption__pctile_7d,eng_absorption__pctile_day,eng_absorption__pctile_60m,eng_absorption__pctile_180m,eng_absorption__z_60m,eng_absorption__z_180m,eng_absorption__over_med_prior,eng_absorption__over_mad_prior,eng_void__pctile_prior,eng_void__z_prior,eng_void__pctile_7d,eng_void__pctile_day,eng_void__pctile_60m,eng_void__pctile_180m,eng_void__z_60m,eng_void__z_180m,eng_void__over_med_prior,eng_void__over_mad_prior,supportive_taker_imb_15m__pctile_prior,supportive_taker_imb_15m__z_prior,supportive_taker_imb_15m__pctile_7d,supportive_taker_imb_15m__pctile_day,supportive_taker_imb_15m__pctile_60m,supportive_taker_imb_15m__pctile_180m,supportive_taker_imb_15m__z_60m,supportive_taker_imb_15m__z_180m,supportive_taker_imb_15m__over_med_prior,supportive_taker_imb_15m__over_mad_prior,taker_imbalance_15m__pctile_prior,taker_imbalance_15m__z_prior,taker_imbalance_15m__pctile_7d,taker_imbalance_15m__pctile_day,taker_imbalance_15m__pctile_60m,taker_imbalance_15m__pctile_180m,taker_imbalance_15m__z_60m,taker_imbalance_15m__z_180m,taker_imbalance_15m__over_med_prior,taker_imbalance_15m__over_mad_prior,explainable_score__pctile_prior,explainable_score__z_prior,explainable_score__pctile_7d,explainable_score__pctile_day,explainable_score__pctile_60m,explainable_score__pctile_180m,explainable_score__z_60m,explainable_score__z_180m,explainable_score__over_med_prior,explainable_score__over_mad_prior
BTC-USDT-SWAP-LONG-1772606412000-18,2026-03-04,LONG,GOOD,WIN,1.86,2.0601,0.0718,82.7,0.768,82.7,87.5,,83.3,,0.872,3.202,1.108,45.9,-0.137,45.9,50.0,,33.3,,-0.235,0.694,-0.151,69.4,-0.056,69.4,68.8,,83.3,,0.173,2.116,1.122,95.7,1.555,95.7,100.0,,100.0,,7.14,-24.566,4.913,99.0,0.721,99.0,100.0,,100.0,,1.762,1.098,3.0,100.0,0.323,100.0,100.0,,100.0,,,1.0,0.0,85.7,1.161,85.7,93.8,,83.3,,0.796,17.275,1.666,61.2,0.269,61.2,81.2,,83.3,,0.338,1.0,0.305,36.7,-0.645,36.7,12.5,,0.0,,-0.85,0.98,-0.588,100.0,,100.0,100.0,,100.0,,,,,93.9,1.542,93.9,93.8,,83.3,,1.146,-2.019,2.468,82.7,0.967,82.7,75.0,,66.7,,0.526,22.508,1.319,99.0,2.538,99.0,100.0,,100.0,,1.891,3.116,3.651
BTC-USDT-SWAP-LONG-1772608667000-20,2026-03-04,LONG,GOOD,WIN,1.86,0.899,0.1195,5.0,-1.898,5.0,5.6,,0.0,,-2.773,-5.959,-3.434,3.0,-1.676,3.0,5.6,,0.0,,-3.917,-6.686,-3.775,48.0,-0.343,48.0,44.4,,25.0,,-0.667,0.858,-0.143,92.7,0.769,92.7,93.8,,75.0,,0.466,-32.841,2.453,84.0,0.46,84.0,77.8,,50.0,,0.0,1.05,1.444,100.0,0.32,100.0,100.0,,100.0,,,1.0,0.0,38.0,-0.282,38.0,38.9,,0.0,,-1.398,-3.361,-0.476,48.0,0.066,48.0,66.7,,50.0,,-0.129,1.0,-0.055,23.0,-0.777,23.0,11.1,,0.0,,-0.706,0.971,-0.879,100.0,,100.0,100.0,,100.0,,,,,76.0,0.764,76.0,61.1,,75.0,,0.949,-0.643,1.343,58.0,0.259,58.0,44.4,,50.0,,0.029,7.169,0.372,60.0,0.311,60.0,38.9,,0.0,,-1.985,1.355,0.568
BTC-USDT-SWAP-LONG-1772606902000-19,2026-03-04,LONG,GOOD,WIN,1.86,1.371,0.2301,20.2,-0.766,20.2,17.6,,28.6,,-0.907,-2.052,-1.506,25.3,-0.468,25.3,35.3,,14.3,,-0.594,-0.861,-0.929,48.5,-0.338,48.5,47.1,,57.1,,-0.212,0.876,-0.124,77.9,0.288,77.9,80.0,,71.4,,-0.085,-12.329,1.028,57.6,0.203,57.6,58.8,,42.9,,-0.059,1.004,0.111,100.0,0.322,100.0,100.0,,100.0,,,1.0,0.0,49.5,0.026,49.5,52.9,,28.6,,-0.104,0.68,-0.039,38.4,-0.284,38.4,41.2,,28.6,,-0.466,0.999,-0.705,30.3,-0.727,30.3,11.8,,0.0,,-0.816,0.975,-0.762,100.0,,100.0,100.0,,100.0,,,,,28.3,-0.512,28.3,41.2,,42.9,,-0.664,1.702,-0.545,15.2,-0.932,15.2,17.6,,14.3,,-1.383,-13.614,-1.222,87.9,1.186,87.9,88.2,,71.4,,0.467,2.066,1.769
BTC-USDT-SWAP-LONG-1772611621000-23,2026-03-04,LONG,GOOD,WIN,1.86,0.4923,0.4587,28.4,-0.457,28.4,30.0,,40.0,,-0.523,-1.056,-1.01,12.7,-0.9,12.7,25.0,,20.0,,-0.826,-3.045,-1.934,94.1,2.639,94.1,100.0,,100.0,,6.749,13.685,12.752,74.5,0.277,74.5,72.2,,40.0,,-0.002,-12.474,0.963,100.0,0.975,100.0,100.0,,100.0,,3.205,1.142,4.111,100.0,46.794,100.0,100.0,,100.0,,35.5,1.933,46.459,97.1,1.786,97.1,95.0,,80.0,,1.095,33.09,2.653,15.7,-0.67,15.7,25.0,,0.0,,-1.714,0.998,-1.379,25.5,-0.751,25.5,15.0,,20.0,,-0.795,0.973,-0.825,100.0,,100.0,100.0,,100.0,,,,,85.3,1.207,85.3,85.0,,80.0,,1.235,-1.435,1.99,68.6,0.662,68.6,50.0,,60.0,,0.813,8.0,0.884,34.3,-0.428,34.3,30.0,,20.0,,-1.106,0.742,-0.414
BTC-USDT-SWAP-LONG-1772611599000-22,2026-03-04,LONG,GOOD,WIN,1.86,0.4923,0.4587,29.1,-0.455,29.1,33.3,66.7,50.0,-0.141,-0.467,-1.056,-1.005,13.6,-0.892,13.6,28.6,66.7,33.3,-0.229,-0.714,-3.11,-1.92,94.2,2.541,94.2,100.0,100.0,100.0,1.331,2.102,13.495,12.545,74.7,0.276,74.7,73.7,66.7,50.0,0.411,-0.002,-13.275,0.969,100.0,0.966,100.0,100.0,100.0,100.0,1.402,1.777,1.142,4.111,100.0,9.73,100.0,100.0,100.0,100.0,1.412,2.231,1.933,9.758,60.2,0.326,60.2,66.7,66.7,50.0,0.276,-0.163,6.067,0.433,16.5,-0.666,16.5,28.6,33.3,16.7,-1.33,-1.282,0.998,-1.302,26.2,-0.746,26.2,19.0,66.7,33.3,-0.683,-0.691,0.973,-0.83,100.0,,100.0,100.0,100.0,100.0,,,,,85.4,1.193,85.4,85.7,100.0,83.3,1.002,1.007,-1.477,1.923,68.9,0.657,68.9,52.4,66.7,66.7,0.619,0.704,6.047,0.85,35.0,-0.426,35.0,33.3,66.7,33.3,-0.181,-0.921,0.742,-0.428
BTC-USDT-SWAP-SHORT-1772612635000-24,2026-03-04,SHORT,NOISE,LOSS,-1.64,-0.6139,0.2613,27.9,-0.468,27.9,27.3,0.0,33.3,-0.724,-0.247,-1.122,-1.027,6.7,-1.242,6.7,13.6,0.0,16.7,-1.265,-0.993,-5.043,-2.598,23.1,-0.532,23.1,18.2,0.0,0.0,-2.694,-1.061,0.164,-0.839,6.0,-1.172,6.0,20.0,33.3,16.7,-1.2,-1.714,54.284,-3.303,68.3,0.307,68.3,59.1,0.0,16.7,-1.566,-0.97,1.025,0.765,9.9,-0.593,9.9,4.5,33.3,16.7,-1.414,-0.818,0.933,-0.503,96.2,1.592,96.2,90.9,66.7,83.3,1.037,1.269,22.269,2.322,5.8,-1.112,5.8,9.1,0.0,0.0,-1.56,-2.245,0.997,-2.093,49.0,-0.375,49.0,36.4,66.7,83.3,-0.036,0.361,0.997,-0.086,100.0,,100.0,100.0,100.0,100.0,,,,,12.5,-1.241,12.5,22.7,0.0,0.0,-2.439,-2.284,3.344,-1.647,94.2,1.428,94.2,86.4,100.0,100.0,45.919,1.674,11.261,1.913,0.0,-2.47,0.0,0.0,0.0,0.0,-8.381,-2.464,-0.929,-3.328
BTC-USDT-SWAP-SHORT-1772611107000-21,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.2341,0.3746,94.1,1.556,94.1,100.0,,100.0,,1.324,5.899,2.417,78.2,0.46,78.2,84.2,,80.0,,1.17,3.569,1.205,89.1,0.68,89.1,94.7,,80.0,,0.794,5.329,4.357,4.1,-1.336,4.1,11.8,,0.0,,-3.325,56.416,-3.761,77.2,0.371,77.2,68.4,,40.0,,-0.439,1.035,1.0,9.2,-3.145,9.2,0.0,,0.0,,,0.933,-3.463,5.0,-1.683,5.0,10.5,,0.0,,-2.566,-27.533,-2.725,69.3,0.45,69.3,84.2,,80.0,,0.363,1.001,0.677,72.3,0.401,72.3,73.7,,80.0,,0.113,1.049,1.519,100.0,,100.0,100.0,,100.0,,,,,34.7,-0.434,34.7,52.6,,60.0,,-0.24,1.547,-0.424,69.3,0.702,69.3,52.6,,60.0,,0.408,12.375,0.952,18.8,-0.911,18.8,21.1,,0.0,,-3.053,0.353,-1.074
BTC-USDT-SWAP-LONG-1772613179000-25,2026-03-04,LONG,GOOD,WIN,1.86,-0.7,0.2802,94.3,1.591,94.3,100.0,100.0,100.0,272.979,1.783,6.121,2.454,55.2,0.027,55.2,69.6,100.0,85.7,6.051,1.044,1.412,0.163,15.2,-0.565,15.2,13.0,0.0,0.0,-1.44,-0.942,0.0,-1.004,56.4,-0.021,56.4,47.6,33.3,28.6,0.258,-0.132,-0.0,0.068,2.9,-5.507,2.9,0.0,0.0,0.0,-20.294,-20.544,0.0,-29.0,,,,,,,,,,,38.1,-0.288,38.1,39.1,0.0,28.6,-2.343,-0.619,-2.764,-0.455,65.7,0.395,65.7,82.6,100.0,85.7,5.617,1.232,1.001,0.539,59.0,-0.178,59.0,60.9,100.0,85.7,2.539,0.82,1.01,0.316,100.0,,100.0,100.0,100.0,100.0,,,,,73.3,0.715,73.3,56.5,33.3,42.9,0.291,0.371,-0.598,1.239,55.2,0.193,55.2,34.8,0.0,14.3,-1.926,-0.457,2.064,0.213,0.0,-2.546,0.0,0.0,0.0,0.0,-1.579,-1.778,-1.063,-3.442
BTC-USDT-SWAP-LONG-1772616258000-27,2026-03-04,LONG,GOOD,WIN,1.86,-0.4,0.4721,91.5,1.378,91.5,87.5,75.0,75.0,1.52,1.245,5.405,2.127,65.1,0.202,65.1,75.0,100.0,87.5,2.02,1.181,2.249,0.537,16.0,-0.562,16.0,16.7,25.0,12.5,-1.012,-0.836,0.0,-1.002,56.9,-0.021,56.9,50.0,50.0,37.5,0.221,-0.123,-0.0,0.062,3.8,-4.833,3.8,4.2,25.0,12.5,-1.724,-2.621,0.0,-30.647,,,,,,,,,,,100.0,2.34,100.0,100.0,100.0,100.0,1.77,1.907,32.77,3.468,62.3,0.323,62.3,79.2,75.0,75.0,1.505,0.929,1.001,0.417,93.4,1.889,93.4,91.7,100.0,100.0,9.861,6.049,1.146,4.549,100.0,,100.0,100.0,100.0,100.0,,,,,100.0,2.703,100.0,100.0,100.0,100.0,2.246,2.485,-4.773,3.887,100.0,2.062,100.0,100.0,100.0,100.0,3.058,2.436,14.63,2.77,2.8,-1.931,2.8,8.3,50.0,25.0,-0.552,-1.065,-0.618,-2.633
BTC-USDT-SWAP-LONG-1772616423000-28,2026-03-04,LONG,GOOD,WIN,1.86,-0.8,0.4987,75.7,0.603,75.7,76.0,60.0,55.6,0.326,0.421,2.705,0.829,29.9,-0.382,29.9,44.0,60.0,55.6,0.308,0.168,-0.673,-0.782,16.8,-0.558,16.8,20.0,40.0,22.2,-0.825,-0.759,0.0,-1.0,57.3,-0.02,57.3,52.2,60.0,44.4,0.197,-0.116,-0.0,0.056,4.7,-4.358,4.7,8.0,40.0,22.2,-1.221,-1.861,0.0,-28.889,,,,,,,,,,,100.0,2.444,100.0,100.0,100.0,100.0,1.423,1.666,29.56,3.453,66.4,0.393,66.4,84.0,100.0,88.9,1.237,0.969,1.001,0.543,91.6,1.505,91.6,84.0,80.0,88.9,1.595,2.111,1.123,3.813,100.0,,100.0,100.0,100.0,100.0,,,,,100.0,2.666,100.0,100.0,100.0,100.0,1.469,1.861,-5.527,3.894,100.0,2.073,100.0,100.0,100.0,100.0,1.706,1.86,14.861,2.826,0.0,-2.585,0.0,0.0,0.0,0.0,-1.234,-1.404,-1.26,-3.587
BTC-USDT-SWAP-SHORT-1772616143000-26,2026-03-04,SHORT,NOISE,LOSS,-1.64,-0.4,0.46,34.3,-0.314,34.3,42.3,50.0,50.0,-0.749,-0.438,-0.481,-0.72,94.4,1.386,94.4,96.2,100.0,100.0,3.666,2.915,8.194,3.249,17.6,-0.555,17.6,23.1,50.0,30.0,-0.714,-0.7,-0.0,-1.0,57.7,-0.02,57.7,54.2,66.7,50.0,0.179,-0.11,0.0,0.043,5.6,-4.001,5.6,11.5,50.0,30.0,-0.998,-1.522,0.0,-28.889,,,,,,,,,,,97.2,2.1,97.2,88.5,66.7,80.0,0.85,1.179,25.923,3.059,31.5,-0.417,31.5,38.5,50.0,30.0,-0.31,-0.625,0.999,-0.932,58.3,-0.129,58.3,57.7,66.7,70.0,-0.311,-0.076,1.015,0.465,100.0,,100.0,100.0,100.0,100.0,,,,,15.7,-1.121,15.7,23.1,16.7,10.0,-1.747,-1.589,3.532,-1.503,88.0,1.241,88.0,76.9,50.0,70.0,0.189,0.599,9.385,1.726,4.6,-1.818,4.6,15.4,66.7,40.0,-0.268,-0.776,-0.636,-2.579
BTC-USDT-SWAP-SHORT-1772623278000-32,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.503,0.9518,72.3,0.559,72.3,70.0,,50.0,,0.158,2.639,0.797,58.9,0.092,58.9,63.3,,50.0,,0.133,1.665,0.327,20.5,-0.542,20.5,33.3,,70.0,,-0.504,-0.0,-1.0,59.3,-0.02,59.3,60.7,,80.0,,0.138,0.0,0.025,8.9,-3.134,8.9,23.3,,70.0,,-0.654,0.0,-27.316,,,,,,,,,,,29.5,-0.544,29.5,23.3,,0.0,,-1.735,-4.983,-0.748,85.7,1.077,85.7,93.3,,100.0,,2.491,1.002,1.776,23.2,-0.777,23.2,13.3,,10.0,,-0.963,0.972,-0.856,100.0,,100.0,100.0,,100.0,,,,,66.1,0.463,66.1,50.0,,30.0,,-0.12,-0.345,0.752,39.3,-0.278,39.3,33.3,,20.0,,-0.892,-0.917,-0.395,40.2,-0.236,40.2,50.0,,90.0,,1.382,0.827,-0.257
BTC-USDT-SWAP-SHORT-1772621703000-31,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.5809,0.627,42.3,-0.168,42.3,51.7,,44.4,,-0.737,0.106,-0.435,74.8,0.381,74.8,79.3,,77.8,,0.506,3.021,0.965,19.8,-0.545,19.8,31.0,,66.7,,-0.539,-0.0,-1.0,58.9,-0.02,58.9,59.3,,77.8,,0.146,0.0,0.03,8.1,-3.297,8.1,20.7,,66.7,,-0.706,0.0,-28.889,,,,,,,,,,,40.5,-0.263,40.5,37.9,,11.1,,-1.721,-1.664,-0.333,54.1,0.154,54.1,69.0,,66.7,,0.747,1.0,0.118,62.2,0.046,62.2,65.5,,66.7,,-0.073,1.027,0.815,100.0,,100.0,100.0,,100.0,,,,,73.9,0.746,73.9,58.6,,44.4,,0.097,-1.025,1.158,32.4,-0.548,32.4,31.0,,11.1,,-1.315,-2.692,-0.767,45.9,-0.106,45.9,51.7,,100.0,,1.889,0.934,-0.1
BTC-USDT-SWAP-LONG-1772617742000-30,2026-03-04,LONG,GOOD,WIN,1.86,-0.1004,0.5638,90.9,1.349,90.9,85.7,60.0,70.0,0.599,0.957,5.363,2.122,93.6,1.287,93.6,92.9,80.0,90.0,1.732,1.833,7.332,3.027,19.1,-0.548,19.1,28.6,100.0,50.0,,-0.625,0.0,-1.0,58.5,-0.02,58.5,57.7,100.0,70.0,,0.167,-0.0,0.03,7.3,-3.489,7.3,17.9,100.0,50.0,,-0.998,0.0,-28.889,,,,,,,,,,,84.5,1.172,84.5,78.6,40.0,50.0,-0.169,0.298,15.094,1.763,30.0,-0.444,30.0,35.7,0.0,30.0,-1.914,-0.612,0.999,-0.925,3.6,-0.891,3.6,0.0,0.0,0.0,-1.997,-1.14,0.965,-1.082,100.0,,100.0,100.0,100.0,100.0,,,,,18.2,-1.02,18.2,25.0,20.0,20.0,-1.555,-1.355,3.288,-1.33,6.4,-1.453,6.4,7.1,0.0,0.0,-3.398,-3.592,-8.477,-1.998,10.9,-1.251,10.9,28.6,100.0,60.0,2.521,0.034,-0.161,-1.767
BTC-USDT-SWAP-LONG-1772616656000-29,2026-03-04,LONG,NOISE,LOSS,-1.64,-0.4,0.0965,91.7,1.499,91.7,88.9,75.0,80.0,0.946,1.317,5.81,2.339,61.5,0.128,61.5,70.4,50.0,70.0,-0.257,0.56,1.858,0.401,18.3,-0.552,18.3,25.9,100.0,40.0,,-0.648,0.0,-1.0,58.1,-0.02,58.1,56.0,100.0,60.0,,0.112,-0.0,0.03,6.4,-3.719,6.4,14.8,100.0,40.0,,-1.221,0.0,-28.889,,,,,,,,,,,73.4,0.57,73.4,70.4,25.0,50.0,-0.896,-0.133,8.006,0.871,47.7,0.053,47.7,59.3,25.0,50.0,-0.357,0.378,1.0,-0.054,83.5,0.853,83.5,81.5,50.0,80.0,0.114,0.944,1.08,2.489,100.0,,100.0,100.0,100.0,100.0,,,,,79.8,0.943,79.8,70.4,50.0,60.0,-0.139,0.325,-1.511,1.484,63.3,0.435,63.3,40.7,25.0,30.0,-1.186,-0.372,3.967,0.617,5.5,-1.783,5.5,18.5,100.0,50.0,0.98,-0.646,-0.642,-2.516
BTC-USDT-SWAP-SHORT-1772626585000-34,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.2081,1.6157,54.4,0.205,54.4,59.4,66.7,37.5,0.649,-0.279,1.385,0.187,28.1,-0.441,28.1,37.5,33.3,12.5,-1.178,-1.169,-0.789,-0.884,21.9,-0.536,21.9,37.5,100.0,100.0,,,-0.0,-1.0,60.0,-0.02,60.0,63.3,100.0,100.0,,,0.0,0.01,10.5,-2.869,10.5,28.1,100.0,100.0,,,0.0,-25.9,,,,,,,,,,,73.7,0.732,73.7,68.8,66.7,37.5,0.377,-0.391,10.188,1.149,28.1,-0.497,28.1,34.4,33.3,12.5,-0.658,-0.856,0.999,-1.014,69.3,0.283,69.3,71.9,100.0,62.5,1.277,-0.042,1.042,1.292,100.0,,100.0,100.0,100.0,100.0,,,,,78.1,0.865,78.1,68.8,66.7,50.0,-0.076,0.04,-1.602,1.291,28.9,-0.669,28.9,21.9,33.3,25.0,0.076,-0.732,-3.748,-0.959,21.9,-0.725,21.9,34.4,0.0,62.5,-1.792,0.652,0.351,-0.967
BTC-USDT-SWAP-SHORT-1772626670000-35,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.1996,1.6022,26.1,-0.566,26.1,21.2,25.0,11.1,-0.635,-1.171,-1.289,-1.113,20.0,-0.723,20.0,30.3,0.0,0.0,-1.641,-1.458,-2.104,-1.536,22.6,-0.533,22.6,39.4,100.0,100.0,,,-0.0,-1.0,60.4,-0.02,60.4,64.5,100.0,100.0,,,,-0.0,11.3,-2.759,11.3,30.3,100.0,100.0,,,0.0,-25.9,,,,,,,,,,,14.8,-1.178,14.8,12.1,0.0,0.0,-1.717,-2.28,-12.241,-1.655,64.3,0.361,64.3,78.8,75.0,77.8,0.546,0.674,1.001,0.468,60.0,-0.063,60.0,60.6,25.0,33.3,0.084,-0.425,1.019,0.576,100.0,,100.0,100.0,100.0,100.0,,,,,67.8,0.527,67.8,48.5,25.0,33.3,-0.892,-0.23,-0.785,0.736,38.3,-0.345,38.3,36.4,75.0,44.4,0.892,-0.416,-1.554,-0.511,20.9,-0.734,20.9,33.3,0.0,55.6,-1.21,0.581,0.338,-0.997
BTC-USDT-SWAP-SHORT-1772626743000-36,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.2339,1.5797,8.6,-1.248,8.6,5.9,0.0,0.0,-1.464,-1.838,-3.66,-2.266,21.6,-0.68,21.6,32.4,25.0,10.0,-0.976,-1.201,-1.97,-1.421,23.3,-0.53,23.3,41.2,100.0,100.0,,,-0.0,-1.0,60.7,-0.02,60.7,65.6,100.0,100.0,,,,-0.0,12.1,-2.661,12.1,32.4,100.0,100.0,,,0.0,-25.9,,,,,,,,,,,30.2,-0.545,30.2,26.5,50.0,20.0,-0.654,-1.22,-4.944,-0.718,15.5,-0.763,15.5,20.6,25.0,10.0,-0.917,-1.329,0.998,-1.47,72.4,0.321,72.4,73.5,100.0,70.0,1.114,0.047,1.043,1.317,100.0,,100.0,100.0,100.0,100.0,,,,,66.4,0.477,66.4,47.1,25.0,30.0,-0.834,-0.257,-0.626,0.689,38.8,-0.298,38.8,38.2,75.0,50.0,0.834,-0.354,-1.346,-0.437,24.1,-0.671,24.1,38.2,50.0,70.0,-0.485,0.622,0.399,-0.901
BTC-USDT-SWAP-SHORT-1772624824000-33,2026-03-04,SHORT,NOISE,LOSS,-1.64,0.2644,1.4535,11.5,-1.203,11.5,9.7,,0.0,,-2.751,-3.48,-2.178,24.8,-0.504,24.8,32.3,,0.0,,-1.533,-1.049,-1.044,21.2,-0.539,21.2,35.5,,100.0,,,-0.0,-1.0,59.6,-0.02,59.6,62.1,,100.0,,,0.0,0.019,9.7,-2.992,9.7,25.8,,100.0,,,0.0,-25.9,,,,,,,,,,,94.7,1.856,94.7,87.1,,57.1,,0.72,23.146,2.77,8.8,-1.033,8.8,16.1,,0.0,,-2.457,0.998,-1.937,62.8,0.065,62.8,67.7,,57.1,,-0.293,1.027,0.851,100.0,,100.0,100.0,,100.0,,,,,97.3,1.556,97.3,93.5,,71.4,,0.602,-3.02,2.298,8.0,-1.33,8.0,9.7,,14.3,,-1.486,-8.12,-1.86,25.7,-0.634,25.7,41.9,,71.4,,0.864,0.445,-0.819
BTC-USDT-SWAP-LONG-1772631907000-37,2026-03-04,LONG,GOOD,WIN,1.86,0.3968,0.7117,0.9,-2.505,0.9,0.0,,0.0,,-3.136,-8.07,-4.411,24.8,-0.507,24.8,34.3,,33.3,,-0.504,-1.206,-1.031,23.9,-0.527,23.9,42.9,,100.0,,,0.0,-1.0,61.1,-0.02,61.1,66.7,,100.0,,,,0.0,12.8,-2.573,12.8,34.3,,100.0,,,0.0,-25.9,,,,,,,,,,,73.5,0.674,73.5,68.6,,66.7,,0.667,9.409,1.045,44.4,-0.078,44.4,54.3,,50.0,,0.043,1.0,-0.295,39.3,-0.58,39.3,25.7,,16.7,,-1.511,0.984,-0.477,100.0,,100.0,100.0,,100.0,,,,,23.1,-0.677,23.1,25.7,,0.0,,-3.805,3.28,-0.995,12.0,-1.054,12.0,14.3,,16.7,,-1.339,-7.703,-1.502,34.2,-0.392,34.2,48.6,,66.7,,0.429,0.682,-0.476
BTC-USDT-SWAP-LONG-1772632793000-38,2026-03-04,LONG,GOOD,WIN,1.86,0.0374,0.3955,21.2,-0.686,21.2,22.2,,42.9,,-0.035,-1.902,-1.383,0.0,-2.29,0.0,0.0,,0.0,,-5.012,-10.064,-4.921,24.6,-0.524,24.6,44.4,,100.0,,,0.0,-1.0,61.4,-0.019,61.4,67.6,,100.0,,,,0.0,13.6,-2.493,13.6,36.1,,100.0,,,0.0,-24.619,,,,,,,,,,,63.6,0.294,63.6,58.3,,57.1,,0.205,4.968,0.484,44.9,-0.076,44.9,55.6,,57.1,,0.042,1.0,-0.292,9.3,-0.88,9.3,2.8,,0.0,,-1.987,0.965,-1.067,100.0,,100.0,100.0,,100.0,,,,,63.6,0.409,63.6,44.4,,14.3,,-0.241,-0.381,0.604,50.0,-0.001,50.0,44.4,,100.0,,1.661,1.185,0.023,14.4,-1.0,14.4,30.6,,0.0,,-2.132,0.064,-1.403
